,Year,Month,Day,Hour,Minute,Temp,Cloud_opacity,DHI,DNI,GHI,WindVel,Output_Power
7408,2022,7,6,16,0,18.2,56.1,164,0,164,5.2,613.479787081097
7409,2022,7,6,17,0,16.8,68,79,0,79,5.5,277.801991629426
7410,2022,7,6,18,0,14.4,78.8,26,0,26,5.5,70.3982676239539
7411,2022,7,6,19,0,12.7,66.6,11,0,11,4.9,13.2172672732728
7420,2022,7,7,4,0,12,92.7,15,0,15,2.3,28.6844381963712
7421,2022,7,7,5,0,11.8,63.3,121,0,121,2.9,456.321005311671
7422,2022,7,7,6,0,12.7,25.3,221,233,339,3.7,1025.50535911646
7423,2022,7,7,7,0,15.4,27.8,318,164,413,4.8,1512.65369858109
7424,2022,7,7,8,0,17.8,31,382,128,471,5.4,1796.81696551764
7425,2022,7,7,9,0,18.7,16,282,472,638,5.5,2606.07205682953
7426,2022,7,7,10,0,19.4,3.6,134,810,775,5,3475.2887926455
7427,2022,7,7,11,0,20.4,3.2,129,823,786,4.9,3698.18452631196
7428,2022,7,7,12,0,20.6,5.9,163,739,737,5.4,3560.90273139032
7429,2022,7,7,13,0,20.4,24,343,281,547,5.1,2401.70224829217
7430,2022,7,7,14,0,20.5,25.4,319,234,467,4.5,2031.57437944313
7431,2022,7,7,15,0,20.3,25.5,252,242,381,4.1,1656.68381319072
7432,2022,7,7,16,0,20,3.2,84,691,372,2.9,1739.18447763179
7433,2022,7,7,17,0,19.3,1.5,55,651,253,1.9,931.832448948033
7434,2022,7,7,18,0,17.3,1.3,41,513,134,1.1,189.579586633164
7435,2022,7,7,19,0,14.3,39.5,18,130,32,1.1,41.1527959780718
7444,2022,7,8,4,0,13.5,47.8,75,127,110,1.1,270.475206211237
7445,2022,7,8,5,0,14.4,15.7,98,451,271,0.9,379.192923843758
7446,2022,7,8,6,0,16,0,79,750,443,1.8,800.06760584044
7447,2022,7,8,7,0,17.6,0,86,807,565,2.6,1663.39831273992
7448,2022,7,8,8,0,18.5,0,91,846,670,2.7,2455.62894319704
7449,2022,7,8,9,0,19.4,7.5,204,650,692,2.8,2821.18059023786
7450,2022,7,8,10,0,20,10.9,256,572,707,2.7,3033.27602530652
7451,2022,7,8,11,0,20.4,8.8,234,626,733,2.7,3298.08627629328
7452,2022,7,8,12,0,20.8,28.8,410,182,553,2.4,2269.48492219619
7453,2022,7,8,13,0,21.2,29,394,153,504,2.1,2064.65888558298
7454,2022,7,8,14,0,21.3,34.4,348,88,407,1.9,1612.48739995373
7455,2022,7,8,15,0,21.1,31.7,280,116,344,1.6,1383.95542833472
7456,2022,7,8,16,0,20.5,44.4,201,22,211,0.4,792.363312659267
7457,2022,7,8,17,0,19.4,66.5,80,0,80,0.8,276.82997257165
7458,2022,7,8,18,0,17.6,69.6,39,0,39,2.1,118.826629632463
7459,2022,7,8,19,0,15.2,80.9,8,0,8,2.1,1.50195917221069
7466,2022,7,9,2,0,10.5,7,8,66,14,2,3.01763618470031
7467,2022,7,9,3,0,11.1,0,30,426,87,2.8,95.2277633941251
7468,2022,7,9,4,0,12.5,0,45,623,197,3.4,166.37781477934
7469,2022,7,9,5,0,13.9,0,55,738,324,3.7,220.074793361987
7470,2022,7,9,6,0,15.5,0,63,808,454,4.1,777.75461275444
7471,2022,7,9,7,0,16.7,0,69,855,576,4.2,1690.37757175415
7472,2022,7,9,8,0,17.6,0,73,888,680,4,2515.08817914761
7473,2022,7,9,9,0,18.5,9.4,196,656,684,3.7,2837.04021742746
7474,2022,7,9,10,0,19.5,53.5,371,1,372,3.4,1412.69945591851
7475,2022,7,9,11,0,19.2,36.8,463,60,511,3.4,1996.4203844314
7476,2022,7,9,12,0,18.5,47.1,393,24,412,3,1597.93306749568
7477,2022,7,9,13,0,18.8,51.7,295,66,342,2.6,1388.63264893936
7478,2022,7,9,14,0,18.3,29.3,261,280,432,2.2,1982.26795396844
7479,2022,7,9,15,0,18.3,30.3,250,189,357,1.6,1501.51847440023
7480,2022,7,9,16,0,18.9,41.5,217,7,220,1.7,831.063540276744
7481,2022,7,9,17,0,18.4,34.5,143,69,165,2.5,608.636092662863
7482,2022,7,9,18,0,16.8,45.2,69,0,69,2.9,237.654619150784
7483,2022,7,9,19,0,14.3,57,18,0,18,1.7,39.4373206862705
7490,2022,7,10,2,0,8.2,11.1,8,62,13,2.4,3.29060329170746
7491,2022,7,10,3,0,9.6,33.8,35,131,49,3.3,110.772400854196
7492,2022,7,10,4,0,11.2,58.8,84,14,88,4.2,307.162052386923
7493,2022,7,10,5,0,12.1,7.5,85,573,300,4.6,337.424262571823
7494,2022,7,10,6,0,13.4,13.5,176,442,387,5.3,983.918552591265
7495,2022,7,10,7,0,14.8,15.7,232,421,478,5.8,1615.42463260421
7496,2022,7,10,8,0,15,32.5,363,131,451,5.2,1753.30546940774
7497,2022,7,10,9,0,14.9,41.3,388,66,438,4.2,1728.81974716036
7498,2022,7,10,10,0,15.5,51.8,380,0,380,3.6,1471.46366209784
7499,2022,7,10,11,0,15.9,54.6,345,20,361,4,1420.24087424516
7500,2022,7,10,12,0,15.7,58.6,310,10,317,4,1243.42463541856
7501,2022,7,10,13,0,16.5,53.3,327,1,327,4,1265.46682165742
7502,2022,7,10,14,0,17.9,25.4,330,199,458,4.2,1974.88437636272
7503,2022,7,10,15,0,18,29.4,280,142,350,3.8,1489.21347963474
7504,2022,7,10,16,0,17.4,19.3,177,292,306,3.4,1292.91179679718
7505,2022,7,10,17,0,17,19.1,133,234,196,3,766.093509632112
7506,2022,7,10,18,0,16,0,40,500,129,2.5,184.586456189587
7507,2022,7,10,19,0,14.9,1.5,20,193,38,2.1,49.1067375487501
7515,2022,7,11,3,0,9.5,60.3,33,32,39,1.6,101.693198761693
7516,2022,7,11,4,0,11.6,9.1,81,371,170,1.6,304.829499629049
7517,2022,7,11,5,0,14,37.3,177,58,199,1.8,678.996571401184
7518,2022,7,11,6,0,16,34.9,275,26,287,2,1073.61180912044
7519,2022,7,11,7,0,17.7,33.7,339,60,376,2.3,1393.56042667644
7520,2022,7,11,8,0,19.2,6.8,163,672,625,2.5,2284.66125291256
7521,2022,7,11,9,0,20.3,0,90,876,744,2.6,3068.05240433606
7522,2022,7,11,10,0,21.3,7.4,203,671,729,2.6,3160.76801499106
7523,2022,7,11,11,0,21.8,11.7,268,548,703,2.5,3109.27882616353
7524,2022,7,11,12,0,21.5,23.4,392,254,587,2.5,2476.29734063703
7525,2022,7,11,13,0,20.7,34.4,426,51,463,2.7,1800.99538018654
7526,2022,7,11,14,0,20.9,8.4,175,616,560,2.7,2758.66880290459
7527,2022,7,11,15,0,21.7,19,227,327,407,2.5,1785.11011437285
7528,2022,7,11,16,0,21.7,12.7,152,412,325,2.2,1413.01305766505
7529,2022,7,11,17,0,20.7,16,120,289,202,2.2,763.809572920922
7530,2022,7,11,18,0,18.6,0,41,478,126,2,182.350603470256
7531,2022,7,11,19,0,16,0,18,195,37,1.6,41.1277628672277
7539,2022,7,12,3,0,12.1,0,30,376,79,0.9,93.5074287584317
7540,2022,7,12,4,0,14.5,0,49,567,184,0.6,177.898800763474
7541,2022,7,12,5,0,17,0,63,686,309,0.5,244.451664202229
7542,2022,7,12,6,0,19.1,0,72,766,438,1.2,753.862222598123
7543,2022,7,12,7,0,20.8,0,79,820,561,1.9,1615.25105015074
7544,2022,7,12,8,0,22.1,0,84,856,665,2.3,2397.29746209421
7545,2022,7,12,9,0,23.3,0,88,875,741,2.6,3012.59331382972
7546,2022,7,12,10,0,24.3,0,93,879,783,2.8,3424.61988639546
7547,2022,7,12,11,0,25.1,1.3,119,832,778,3,3560.89681282394
7548,2022,7,12,12,0,25.5,26.4,416,184,557,3.2,2254.29125171835
7549,2022,7,12,13,0,25.7,29.9,405,111,486,3.5,1914.52004130317
7550,2022,7,12,14,0,25,35.5,369,25,384,4.2,1454.07515503449
7551,2022,7,12,15,0,23.4,60.1,194,0,194,4.9,713.267598575108
7552,2022,7,12,16,0,21.8,71.8,99,0,99,4.4,347.819726531135
7553,2022,7,12,17,0,20.3,75.7,56,0,56,3.5,182.422549020244
7554,2022,7,12,18,0,18.6,66.4,34,0,34,3.3,98.8045849920569
7555,2022,7,12,19,0,16.7,54.6,15,0,15,3.2,27.2399297153011
7564,2022,7,13,4,0,15.2,87.6,20,0,20,3,46.7779046809901
7565,2022,7,13,5,0,17,87.9,38,0,38,3.8,115.474969380299
7566,2022,7,13,6,0,18.7,72.4,117,0,117,4.5,425.112802881206
7567,2022,7,13,7,0,19.8,58.5,229,0,229,5,863.905149191702
7568,2022,7,13,8,0,20.3,37.2,403,5,407,5.5,1544.77537926864
7569,2022,7,13,9,0,20.8,36.3,427,44,460,5.8,1762.46489016573
7570,2022,7,13,10,0,21.9,43.9,346,108,430,5.9,1718.41680498866
7571,2022,7,13,11,0,22.6,55.6,317,38,347,6,1350.746319213
7572,2022,7,13,12,0,22.7,39,298,213,463,6.1,2007.20764640217
7573,2022,7,13,13,0,22.4,62.7,190,92,253,6.2,1081.83717518659
7574,2022,7,13,14,0,21.2,0,115,768,600,5.5,3078.07474382209
7575,2022,7,13,15,0,19.1,0,97,741,490,4,2492.96073363787
7576,2022,7,13,16,0,18.9,0,78,700,368,3.6,1750.76150878137
7577,2022,7,13,17,0,19.4,2.7,67,571,237,3.8,888.986925062817
7578,2022,7,13,18,0,18,3.4,48,424,120,3.7,202.427620669775
7579,2022,7,13,19,0,16.2,1,17,193,35,3.9,37.1531626427052
7587,2022,7,14,3,0,9.9,52.7,31,28,34,2.6,93.0578979762705
7588,2022,7,14,4,0,11.5,57.8,71,0,71,2.5,252.877032077632
7589,2022,7,14,5,0,13.5,68.9,100,0,100,2.5,367.21037639351
7590,2022,7,14,6,0,15.4,57,187,0,187,2.4,711.997174563535
7591,2022,7,14,7,0,17,51.4,271,0,271,2.3,1036.41421051861
7592,2022,7,14,8,0,18.4,32.8,370,110,446,2.4,1683.07191167579
7593,2022,7,14,9,0,19.5,26.3,402,188,543,2.6,2115.70880668734
7594,2022,7,14,10,0,19.6,21.2,375,305,613,2.7,2531.86125176151
7595,2022,7,14,11,0,18.7,39.9,445,35,473,2.6,1829.58712694425
7596,2022,7,14,12,0,18.1,50.3,374,0,374,2.8,1427.40029331033
7597,2022,7,14,13,0,18.6,61.9,263,0,263,3,998.807963673061
7598,2022,7,14,14,0,19.2,51.4,285,3,287,2.4,1090.43528956898
7599,2022,7,14,15,0,18.8,51.1,238,0,239,1.7,898.385833841379
7600,2022,7,14,16,0,16,54.6,160,0,160,3.8,603.314785418821
7601,2022,7,14,17,0,12.6,58.4,93,0,93,4.5,341.021232578798
7602,2022,7,14,18,0,11.4,84,19,0,19,2.9,44.4179922609773
7603,2022,7,14,19,0,11.2,35.4,18,0,18,1.7,40.5786995650656
7611,2022,7,15,3,0,6,0,29,379,75,1.6,92.9238702119317
7612,2022,7,15,4,0,8.1,0,48,583,183,1.7,180.638583659154
7613,2022,7,15,5,0,10.4,0,62,701,309,2.4,249.966297847962
7614,2022,7,15,6,0,12.4,0.8,81,754,436,2.9,797.002474638415
7615,2022,7,15,7,0,14.2,4.2,127,706,541,3.1,1662.02087856831
7616,2022,7,15,8,0,15.8,0,91,855,666,3.5,2500.99825126339
7617,2022,7,15,9,0,17.1,0,97,873,744,3.7,3146.41396747615
7618,2022,7,15,10,0,17.7,12.4,283,523,691,3.5,3003.95220430986
7619,2022,7,15,11,0,17.8,24,396,267,607,3,2576.05978290486
7620,2022,7,15,12,0,17.9,32.4,440,103,518,2.7,2097.32487593859
7621,2022,7,15,13,0,17.8,19,311,365,567,2.5,2602.78038915248
7622,2022,7,15,14,0,18.1,0.8,110,785,603,2.4,3103.84800706744
7623,2022,7,15,15,0,18.5,0.2,96,750,491,2.8,2506.03858259759
7624,2022,7,15,16,0,18.1,28.8,204,131,263,3.1,1051.5081940061
7625,2022,7,15,17,0,17.2,40.7,132,13,135,3,502.797382858001
7626,2022,7,15,18,0,15.3,18.5,65,171,96,2.1,243.034128429022
7627,2022,7,15,19,0,12.6,48.6,15,0,15,0.6,28.4855474923841
7636,2022,7,16,4,0,10.5,78.4,42,0,42,2.9,136.47672295644
7637,2022,7,16,5,0,12.3,62.7,113,0,113,3.8,422.913606031889
7638,2022,7,16,6,0,13.9,51.5,210,0,210,4.3,811.893873274064
7639,2022,7,16,7,0,15.3,35.2,321,66,361,4.5,1356.45506462799
7640,2022,7,16,8,0,16.4,30.9,386,104,458,4.6,1755.86866085779
7641,2022,7,16,9,0,17.3,17.1,317,401,614,4.7,2512.76856342593
7642,2022,7,16,10,0,18.1,18.8,352,367,637,4.4,2709.45876137858
7643,2022,7,16,11,0,18.4,8.3,203,666,726,3.8,3396.17041961419
7644,2022,7,16,12,0,18,21.7,345,328,597,3.3,2652.64480856094
7645,2022,7,16,13,0,18.3,28.6,379,168,500,3.1,2107.33096564901
7646,2022,7,16,14,0,18.2,30.3,342,128,422,3,1761.47677329301
7647,2022,7,16,15,0,18.1,1.1,94,747,485,2.3,2489.26528394216
7648,2022,7,16,16,0,17.6,13,117,479,321,1.5,1444.47473752186
7649,2022,7,16,17,0,16.2,55.2,105,0,105,1.6,381.656864069835
7650,2022,7,16,18,0,15.2,38.1,66,19,68,1.7,229.590982045711
7651,2022,7,16,19,0,14.2,9.5,17,107,27,1.8,36.8691452531189
7660,2022,7,17,4,0,10.7,86.8,22,0,22,1.7,56.4588630407721
7661,2022,7,17,5,0,12.4,78.7,63,0,63,2.2,219.243899256231
7662,2022,7,17,6,0,13.9,39.9,249,4,251,1.9,966.67125316462
7663,2022,7,17,7,0,15.4,32.5,320,72,364,1.5,1350.99429106839
7664,2022,7,17,8,0,17.7,21.1,318,275,507,0.7,1886.36722601569
7665,2022,7,17,9,0,19.3,21,368,271,567,1.3,2235.6982805487
7666,2022,7,17,10,0,20,18.1,356,346,624,2.3,2596.96934524981
7667,2022,7,17,11,0,20.6,15.2,302,449,655,2.9,2894.3148429979
7668,2022,7,17,12,0,21,32,434,89,500,3.3,1994.14836464153
7669,2022,7,17,13,0,21.4,21.2,366,232,530,3.3,2271.73597656321
7670,2022,7,17,14,0,21.2,24.1,339,158,440,3,1828.77656611637
7671,2022,7,17,15,0,21.1,32.4,291,39,311,3.5,1209.45629112413
7672,2022,7,17,16,0,20.8,19.5,202,159,267,3.5,1088.75688645692
7673,2022,7,17,17,0,19.6,29.4,113,116,152,3.6,541.918459636969
7674,2022,7,17,18,0,17.9,52.2,48,0,48,3.4,153.724238027949
7675,2022,7,17,19,0,15.8,46.2,12,0,12,2.3,16.2317108117165
7683,2022,7,18,3,0,11.8,73.3,12,0,12,1.6,17.2230368158421
7684,2022,7,18,4,0,12.6,91.3,15,0,15,1.7,28.49463927243
7685,2022,7,18,5,0,13.1,92,23,0,23,1.3,59.2736950475435
7686,2022,7,18,6,0,13.8,83.6,68,0,68,1.6,237.491574365567
7687,2022,7,18,7,0,14.6,51,259,0,259,1.7,999.90283960222
7688,2022,7,18,8,0,16.3,42.8,354,9,360,2,1382.95085484381
7689,2022,7,18,9,0,18.8,27.5,421,118,508,3.4,1978.53390872061
7690,2022,7,18,10,0,21,32.8,448,67,500,4.7,1941.07646934605
7691,2022,7,18,11,0,22.1,28,459,105,541,5.1,2144.23167977891
7692,2022,7,18,12,0,22,26.5,440,120,530,5.1,2143.76838947904
7693,2022,7,18,13,0,21.9,14.8,322,340,562,4.7,2527.3479817608
7694,2022,7,18,14,0,21.4,21.5,332,184,448,4.5,1900.6659540584
7695,2022,7,18,15,0,21.2,39.9,266,24,280,4.6,1072.04912188487
7696,2022,7,18,16,0,21,24.8,161,228,245,4.4,1075.82104274158
7697,2022,7,18,17,0,20.1,1.1,81,452,210,3.8,799.623205869025
7698,2022,7,18,18,0,18.7,27.4,71,16,74,3.1,244.639120473158
7699,2022,7,18,19,0,16.4,2.7,18,49,22,2.3,39.15704629036
7707,2022,7,19,3,0,12.2,9.2,39,158,55,1.4,125.038625776205
7708,2022,7,19,4,0,13.9,3.3,56,463,162,1.5,202.877504940545
7709,2022,7,19,5,0,16.1,0,70,634,287,1.7,270.055150012833
7710,2022,7,19,6,0,18,0,95,681,411,1.8,766.369020788416
7711,2022,7,19,7,0,19.8,0,118,714,527,1.7,1577.58885298156
7712,2022,7,19,8,0,21.6,0,127,755,630,1.4,2294.57143359876
7713,2022,7,19,9,0,23.4,1.7,143,758,698,1.2,2827.98299035469
7714,2022,7,19,10,0,24.7,27.3,431,150,547,1.3,2111.64335159042
7715,2022,7,19,11,0,25.6,19.2,378,300,613,1.3,2515.13814599591
7716,2022,7,19,12,0,26,0.9,152,754,722,1.5,3385.70562898322
7717,2022,7,19,13,0,26.2,0,143,739,662,1.8,3202.72391155817
7718,2022,7,19,14,0,26.2,0,148,666,563,1.8,2738.6103369424
7719,2022,7,19,15,0,26.3,0,149,557,439,1.7,2079.27761812875
7720,2022,7,19,16,0,26.2,1.9,140,391,301,1.2,1290.41630856558
7721,2022,7,19,17,0,24.9,14.3,133,79,157,1.6,559.733608797009
7722,2022,7,19,18,0,21.9,29.6,60,0,60,2,195.899187213946
7723,2022,7,19,19,0,18.6,38.1,12,0,12,2.1,15.5337640738447
7732,2022,7,20,4,0,16.1,56.2,57,0,57,1.3,190.795249412942
7733,2022,7,20,5,0,18.4,19.8,177,29,188,1.8,662.825045595028
7734,2022,7,20,6,0,20.8,22.5,256,62,286,2.7,998.181305857826
7735,2022,7,20,7,0,22.9,14.9,290,225,419,3.2,1435.53257511302
7736,2022,7,20,8,0,25,4.7,241,487,567,3.4,2060.54686833571
7737,2022,7,20,9,0,27.1,0,203,644,674,3.5,2694.46117093331
7738,2022,7,20,10,0,28.9,0.8,229,623,709,3.6,2989.62105270933
7739,2022,7,20,11,0,30,3.5,257,568,699,3.6,3038.73928099711
7740,2022,7,20,12,0,30.8,15.8,309,376,596,3.7,2552.82178334678
7741,2022,7,20,13,0,31.3,20.3,303,299,509,4,2197.37108932136
7742,2022,7,20,14,0,31.3,17.9,312,224,455,4.2,1869.62733924969
7743,2022,7,20,15,0,30.9,22.2,239,200,336,3.9,1410.30391966547
7744,2022,7,20,16,0,29.9,1.2,128,459,313,3.2,1363.30306538741
7745,2022,7,20,17,0,27.3,1.9,91,357,193,2.3,699.999093444827
7746,2022,7,20,18,0,24.1,52.9,46,0,46,1.8,140.134368235549
7747,2022,7,20,19,0,21.5,53,9,0,9,1.8,4.00644697386265
7755,2022,7,21,3,0,16.3,60.5,12,1,12,1,16.1006093141426
7756,2022,7,21,4,0,17.8,86.8,20,0,20,0.8,45.6864261673461
7757,2022,7,21,5,0,19.8,45.9,135,6,138,0.9,492.031131017133
7758,2022,7,21,6,0,22,17.1,244,127,303,1.4,981.815392597426
7759,2022,7,21,7,0,24.1,18.6,315,139,393,1.9,1379.70926845566
7760,2022,7,21,8,0,26,16.6,346,215,488,2.1,1777.90939266183
7761,2022,7,21,9,0,27.8,19.6,397,190,535,2.3,2014.74488136052
7762,2022,7,21,10,0,29.3,20.7,432,165,559,2.6,2130.76594778279
7763,2022,7,21,11,0,30.3,21.9,447,139,555,2.6,2122.3653221288
7764,2022,7,21,12,0,30.9,21.4,432,144,541,2.5,2091.89918529093
7765,2022,7,21,13,0,31.2,33.9,411,2,413,2.5,1474.38458895155
7766,2022,7,21,14,0,31.1,48,277,0,277,2.5,987.507438351625
7767,2022,7,21,15,0,30.1,57.7,174,1,174,2.2,614.194780893257
7768,2022,7,21,16,0,28.5,50.7,142,0,142,2.1,496.244577140362
7769,2022,7,21,17,0,24.6,78.7,37,0,37,2.8,105.906808477802
7770,2022,7,21,18,0,21.2,64.7,26,0,26,1.7,66.742255426851
7771,2022,7,21,19,0,20.4,46.5,8,0,8,1,0.625524123748982
7781,2022,7,22,5,0,18,95.8,9,0,9,4,4.67187955965735
7782,2022,7,22,6,0,17.5,93.7,22,0,22,4.1,53.4545077928755
7783,2022,7,22,7,0,16.6,87.6,55,0,55,4.1,182.613322795874
7784,2022,7,22,8,0,15.6,90.3,54,0,54,4,179.721153940227
7785,2022,7,22,9,0,14.7,86.1,87,0,87,4.3,313.024930989846
7786,2022,7,22,10,0,14.3,91.3,58,0,58,4.7,197.156685658371
7787,2022,7,22,11,0,13.8,87.6,85,0,85,5,306.593537568613
7788,2022,7,22,12,0,13.4,84.2,103,0,103,4.8,380.243375713284
7789,2022,7,22,13,0,13.2,81.8,109,0,109,4.3,404.878533115786
7790,2022,7,22,14,0,13,67.9,162,0,162,4,620.682970611947
7791,2022,7,22,15,0,12.8,63.7,146,0,146,3.8,556.112165883181
7792,2022,7,22,16,0,12.7,59.3,117,0,117,3.7,438.292047202173
7793,2022,7,22,17,0,12.5,65,62,0,62,3.4,215.228556057119
7794,2022,7,22,18,0,12.3,78.1,17,0,17,3.1,36.3154568752684
7803,2022,7,23,3,0,11,20.7,34,8,35,2,104.064280404
7804,2022,7,23,4,0,11.9,0.1,61,393,144,2.1,222.522510566023
7805,2022,7,23,5,0,13,10.9,134,326,237,2.4,519.427205786746
7806,2022,7,23,6,0,14.2,10.7,175,403,359,2.8,915.923061068527
7807,2022,7,23,7,0,15.9,10,208,476,470,3,1567.02366130591
7808,2022,7,23,8,0,17.5,10.4,243,492,566,3,2147.90900750708
7809,2022,7,23,9,0,18.9,12.5,284,471,624,2.7,2559.36240548047
7810,2022,7,23,10,0,20.1,14.2,312,446,653,2.2,2782.84729949379
7811,2022,7,23,11,0,20.8,37.2,465,24,483,1.9,1834.49563305125
7812,2022,7,23,12,0,21.1,33.2,420,97,493,1.7,1962.31573343536
7813,2022,7,23,13,0,21.4,20.9,344,276,532,1.3,2333.81664462404
7814,2022,7,23,14,0,21.3,36.8,325,69,368,0.8,1456.68485712382
7815,2022,7,23,15,0,20.5,23.4,270,164,356,0.9,1483.98648307345
7816,2022,7,23,16,0,19.3,24.9,213,97,251,2,1003.89350152618
7817,2022,7,23,17,0,17.8,28.9,127,70,144,2.5,545.936886420143
7818,2022,7,23,18,0,16.3,20.9,53,127,75,2.5,185.272909591162
7828,2022,7,24,4,0,12.2,74.1,36,0,36,1.1,111.030084998872
7829,2022,7,24,5,0,13.9,84.9,40,0,40,1.6,125.638326755781
7830,2022,7,24,6,0,15.3,65,138,0,138,2.1,516.023444104485
7831,2022,7,24,7,0,17,62,195,0,195,2.5,738.134171052023
7832,2022,7,24,8,0,18.6,51.7,293,14,303,3,1150.73339104349
7833,2022,7,24,9,0,19.9,9.5,233,557,638,3.6,2637.62472717241
7834,2022,7,24,10,0,20.9,0,118,831,752,3.9,3430.77691581027
7835,2022,7,24,11,0,21.1,15.3,312,428,642,4.2,2864.7696527053
7836,2022,7,24,12,0,20.3,48.3,372,0,372,4.9,1412.58127833606
7837,2022,7,24,13,0,18.6,53.5,301,0,301,4.6,1149.82488793802
7838,2022,7,24,14,0,17.4,58,226,0,226,4.1,861.130440431528
7839,2022,7,24,15,0,17.5,59.8,169,0,169,3.8,634.541737573396
7840,2022,7,24,16,0,17.5,67,93,0,93,3.3,331.906876298463
7841,2022,7,24,17,0,17.1,61.2,61,0,61,3.1,205.643491699574
7842,2022,7,24,18,0,16.4,52.2,33,0,33,3.2,96.4105928269934
7843,2022,7,24,19,0,15.8,30.7,9,0,9,3.2,5.08422059540239
7853,2022,7,25,5,0,15.1,92.9,18,0,18,2.8,39.1546047980368
7854,2022,7,25,6,0,15.4,83.3,63,0,63,2.6,215.58576533975
7855,2022,7,25,7,0,16.3,73.6,130,0,130,3.1,481.974309518094
7856,2022,7,25,8,0,17.5,72.6,160,0,160,4.1,598.969388150792
7857,2022,7,25,9,0,17.9,80.4,129,0,129,4.5,474.675931407407
7858,2022,7,25,10,0,17.9,71,202,0,202,4.5,764.698589718713
7859,2022,7,25,11,0,18.5,74,186,0,186,4.5,699.185190118139
7860,2022,7,25,12,0,18.9,78.5,149,0,149,5,551.72608895788
7861,2022,7,25,13,0,17.8,76.2,150,0,150,5,558.831940630267
7862,2022,7,25,14,0,16.8,68.1,174,0,174,4.5,657.285420323411
7863,2022,7,25,15,0,16.8,65.9,148,0,148,4.6,553.455312250612
7864,2022,7,25,16,0,16.7,72.2,88,0,88,4.6,313.699711091918
7865,2022,7,25,17,0,16.2,69.9,57,0,57,5.1,191.056569767055
7866,2022,7,25,18,0,15.9,51.7,41,0,41,5,128.138551540498
7867,2022,7,25,19,0,15.7,32,8,13,10,4,1.65743061666315
7876,2022,7,26,4,0,13.6,92.3,12,0,12,3,16.7823289202347
7877,2022,7,26,5,0,13.6,69.6,82,0,82,2.8,294.362548159788
7878,2022,7,26,6,0,13.9,53.5,182,0,182,2.9,697.694354156381
7879,2022,7,26,7,0,16,59,211,0,211,3.3,806.379093060824
7880,2022,7,26,8,0,18.5,46.7,325,10,332,3.8,1266.44288734452
7881,2022,7,26,9,0,19.7,53.9,317,3,319,3.7,1212.8558550371
7882,2022,7,26,10,0,20.2,68,237,0,237,3.3,890.882380732341
7883,2022,7,26,11,0,20.1,59.2,305,0,305,2.9,1152.56307532989
7884,2022,7,26,12,0,19.2,66.6,238,0,238,2.5,897.889691357606
7885,2022,7,26,13,0,17.7,67.1,215,0,215,2.2,813.90145841642
7886,2022,7,26,14,0,16.3,57.1,239,0,239,2.3,914.389121924731
7887,2022,7,26,15,0,15.8,31.2,229,155,304,2.3,1340.53230637003
7888,2022,7,26,16,0,15.6,20.3,187,186,257,1.8,1107.36470259213
7889,2022,7,26,17,0,15,34.6,127,13,131,1.9,487.505700652221
7890,2022,7,26,18,0,13.8,34.2,54,8,55,2.5,181.986942881957
7891,2022,7,26,19,0,12.9,27.6,10,25,12,2.2,9.6273630889757
7899,2022,7,27,3,0,12.6,79.6,11,0,11,3.6,13.2354958977705
7900,2022,7,27,4,0,13.2,75.8,37,0,37,4,114.397545416952
7901,2022,7,27,5,0,14.1,38.6,126,130,173,4.2,477.875693731963
7902,2022,7,27,6,0,15.2,1.1,72,735,398,4.7,690.204074532569
7903,2022,7,27,7,0,16,15.3,218,412,446,5.3,1506.36118167738
7904,2022,7,27,8,0,16.8,0.6,83,845,630,5.1,2427.64591350582
7905,2022,7,27,9,0,17.7,0,82,880,712,4.6,3107.97323562313
7906,2022,7,27,10,0,18.5,0,85,891,758,4.4,3568.24829930393
7907,2022,7,27,11,0,19.2,0,85,894,768,4.4,3807.77894480924
7908,2022,7,27,12,0,19.8,3.4,133,789,717,4.3,3631.46598034955
7909,2022,7,27,13,0,20,0,80,877,680,4.3,3624.46503473459
7910,2022,7,27,14,0,20,0,75,853,589,4.4,3205.79116459471
7911,2022,7,27,15,0,19.8,0.6,74,796,471,4.2,2543.87025050847
7912,2022,7,27,16,0,19.3,0,59,747,345,3.6,1753.01921047052
7913,2022,7,27,17,0,18.4,0,48,636,213,2.9,864.650553103806
7914,2022,7,27,18,0,16.1,0,32,450,95,2.3,117.283534413206
7915,2022,7,27,19,0,13.5,1.2,8,71,14,2,2.50239800937201
7923,2022,7,28,3,0,9.9,7,21,183,40,1.5,55.2676138576024
7924,2022,7,28,4,0,10.9,2.6,53,445,138,1.7,191.506505194671
7925,2022,7,28,5,0,11.5,7.3,87,495,250,1.6,339.090556663999
7926,2022,7,28,6,0,12.4,0.6,78,722,394,1.2,707.832488103173
7927,2022,7,28,7,0,14.5,5.8,141,635,490,1,1552.43639615959
7928,2022,7,28,8,0,16.7,0,93,827,625,1.2,2375.26545007614
7929,2022,7,28,9,0,18.1,0,92,863,706,1.5,3025.30643701963
7930,2022,7,28,10,0,19.4,5.2,166,729,713,1.4,3220.9125631366
7931,2022,7,28,11,0,20.1,3,137,792,739,1.5,3526.26289811213
7932,2022,7,28,12,0,19.9,13.2,263,504,637,1.8,2981.05560041827
7933,2022,7,28,13,0,19.5,25,353,218,504,2,2180.99375776684
