,Year,Month,Day,Hour,Minute,Temp,Cloud_opacity,DHI,DNI,GHI,WindVel,Output_Power
4,2021,9,1,4,0,8.8,48.5,12,4,13,1.5,18.0923472685943
5,2021,9,1,5,0,10.4,17.3,82,81,97,1.5,301.145859152316
6,2021,9,1,6,0,12.7,11.8,132,267,213,1.5,612.750677242811
7,2021,9,1,7,0,14.1,5,129,520,348,1.7,1271.50846239991
8,2021,9,1,8,0,15.4,11.8,203,415,418,2.3,1790.7118239868
9,2021,9,1,9,0,17.3,7.6,184,564,513,2.9,2472.69512627954
10,2021,9,1,10,0,19.4,11.7,234,474,530,3.3,2611.62397654323
11,2021,9,1,11,0,20.6,18.4,297,310,492,3.8,2348.16394744534
12,2021,9,1,12,0,20.8,30.6,325,110,392,4.2,1678.55737559945
13,2021,9,1,13,0,20.8,48.1,254,0,254,4.2,955.515789886949
14,2021,9,1,14,0,20.3,41.3,224,8,228,3.7,868.316963315355
15,2021,9,1,15,0,19.7,43.1,158,0,158,2.9,583.549417078824
16,2021,9,1,16,0,18.5,36.5,96,0,96,2,341.598605002355
17,2021,9,1,17,0,16.5,45.4,31,3,31,1.6,90.6623942701034
28,2021,9,2,4,0,8.7,22.1,16,50,20,1.3,34.1216217046258
29,2021,9,2,5,0,10.5,11.2,66,217,110,1,239.383656958912
30,2021,9,2,6,0,13.1,0.5,78,549,245,1,512.297704873013
31,2021,9,2,7,0,15.3,0,100,644,368,1.9,1333.62243574299
32,2021,9,2,8,0,17.1,0,116,699,474,3,2118.2871412471
33,2021,9,2,9,0,18.7,1.3,120,749,554,4,2783.0037246912
34,2021,9,2,10,0,20,9.9,220,530,548,4.8,2764.06160936546
35,2021,9,2,11,0,20.5,12.6,249,460,536,5.3,2757.39152570548
36,2021,9,2,12,0,20.5,3.7,144,700,559,5.4,3293.52775140777
37,2021,9,2,13,0,20.3,0,97,774,511,5.3,3242.36665525861
38,2021,9,2,14,0,20.1,1.6,102,674,404,4.9,2609.37271423977
39,2021,9,2,15,0,19.7,0.6,80,614,286,4.1,1914.14931822199
40,2021,9,2,16,0,18.4,0,56,474,158,3.5,1031.87348843875
41,2021,9,2,17,0,15.9,6,26,165,44,3,188.114190757734
52,2021,9,3,4,0,9,55.3,12,15,14,1.6,18.1673402198472
53,2021,9,3,5,0,10.4,80.1,28,0,28,1.6,80.3691612999122
54,2021,9,3,6,0,12.3,53.7,116,0,116,2.8,434.757155477764
55,2021,9,3,7,0,13.8,45.3,206,3,207,4,800.408912164454
56,2021,9,3,8,0,14.7,8.3,146,574,443,4.8,1973.78387649796
57,2021,9,3,9,0,15,17.4,257,361,464,5.2,2165.70556863613
58,2021,9,3,10,0,15.3,11.5,221,518,539,5.1,2789.96998177844
59,2021,9,3,11,0,15.7,14.4,248,453,529,4.8,2782.21062813898
60,2021,9,3,12,0,16.2,5.4,141,703,553,4.7,3344.82613682376
61,2021,9,3,13,0,16.5,4.6,117,708,494,4.5,3123.84637604533
62,2021,9,3,14,0,16.5,19.6,184,334,338,4.2,1846.54706658272
63,2021,9,3,15,0,16.1,17.2,143,313,240,3.6,1387.48128863152
64,2021,9,3,16,0,14.8,1.8,52,531,159,3,1126.75427485818
65,2021,9,3,17,0,12.9,33.4,20,169,39,2.5,167.786219663533
76,2021,9,4,4,0,4,9.1,14,50,19,1.8,27.7807601806578
77,2021,9,4,5,0,5.5,15.8,59,255,110,1.6,217.833159701803
78,2021,9,4,6,0,8,0,55,684,255,1.6,484.215471427028
79,2021,9,4,7,0,10.1,0,64,781,382,1.7,1424.40124679613
80,2021,9,4,8,0,12,0,70,838,491,1.6,2302.82123482434
81,2021,9,4,9,0,13.6,0.9,84,844,566,1.3,2948.45943059392
82,2021,9,4,10,0,14.8,4.7,136,740,586,1.2,3178.16256412007
83,2021,9,4,11,0,15.5,9.6,188,608,561,1.2,3077.94783034894
84,2021,9,4,12,0,15.8,0,72,880,587,1.4,3648.96633444818
85,2021,9,4,13,0,15.8,0,68,855,516,1.6,3391.11833014605
86,2021,9,4,14,0,15.6,0,64,806,413,1.5,2870.01902941779
87,2021,9,4,15,0,15.1,7.5,73,596,271,1.2,1849.33881327019
88,2021,9,4,16,0,13.7,25.4,90,126,114,0.8,552.484083087507
89,2021,9,4,17,0,11.4,51.5,18,66,26,1,86.2156310842711
101,2021,9,5,5,0,7.4,75.2,28,0,28,1.3,82.05248676881
102,2021,9,5,6,0,9.8,67,75,0,75,1.6,271.46393298818
103,2021,9,5,7,0,12.2,63.4,129,0,129,2.4,487.736469135522
104,2021,9,5,8,0,14.3,62.7,169,0,169,3.2,644.298578814936
105,2021,9,5,9,0,16,64.7,190,0,190,3.8,723.284396399107
106,2021,9,5,10,0,17.3,60.4,230,0,230,4.2,877.495125766329
107,2021,9,5,11,0,17.5,51,288,0,288,4.4,1104.76867029066
108,2021,9,5,12,0,17.1,54.1,255,0,255,4.1,976.810817961748
109,2021,9,5,13,0,16.9,33.7,246,151,320,3.8,1535.81051101782
110,2021,9,5,14,0,17,9.4,142,483,354,4.1,2162.47054682145
111,2021,9,5,15,0,17,9.7,117,404,239,4.1,1514.43592293055
112,2021,9,5,16,0,15.8,4.6,58,385,137,3.7,877.372870673404
113,2021,9,5,17,0,13.5,33.2,25,1,25,3.1,67.5746691533406
125,2021,9,6,5,0,10.9,83,18,0,18,2.2,40.6946693510672
126,2021,9,6,6,0,12.5,60.1,91,0,91,2.8,332.65433852098
127,2021,9,6,7,0,13.8,48.3,168,0,168,3.5,642.104266625847
128,2021,9,6,8,0,15.3,65,154,0,154,4,581.459914187081
129,2021,9,6,9,0,16.9,57.8,223,0,223,4.1,851.36860745679
130,2021,9,6,10,0,18.1,55.2,255,0,255,4.1,972.057079390041
131,2021,9,6,11,0,18.6,51.8,275,0,275,4.4,1048.29122104901
132,2021,9,6,12,0,18.8,55,242,0,242,4.3,918.219130617694
133,2021,9,6,13,0,18.7,53.1,215,0,215,4.4,812.768551937143
134,2021,9,6,14,0,17.9,51.3,171,0,171,4.3,641.591686087334
135,2021,9,6,15,0,16.9,43.2,135,0,136,4,501.021331809056
136,2021,9,6,16,0,15.7,48.1,59,0,59,3.7,199.437328858529
137,2021,9,6,17,0,13.9,34.2,18,0,18,3.2,39.6007611591638
149,2021,9,7,5,0,11,73.2,29,0,29,1.8,84.0068091224166
150,2021,9,7,6,0,12.5,38.3,116,80,140,2.1,466.961345428548
151,2021,9,7,7,0,13.5,27.1,213,88,247,2.5,955.933312574405
152,2021,9,7,8,0,13.7,40.4,248,35,265,2.3,1049.09968468892
153,2021,9,7,9,0,14.5,31.4,251,190,356,2.2,1586.75265582877
154,2021,9,7,10,0,18,44,290,44,316,2.9,1273.69278240669
155,2021,9,7,11,0,21.3,49.6,245,68,286,4,1196.96442765096
156,2021,9,7,12,0,21.8,43.7,278,36,297,4.8,1192.46537592851
157,2021,9,7,13,0,21.5,21.8,252,212,361,5.2,1757.50626742763
158,2021,9,7,14,0,20.8,36.5,216,33,229,5.1,921.418784661526
159,2021,9,7,15,0,19.9,21.2,134,194,195,4.6,1005.70440251548
160,2021,9,7,16,0,18.3,5.5,64,292,113,4.3,719.137310715985
161,2021,9,7,17,0,16.3,35.4,15,40,20,4.1,52.4037365804991
173,2021,9,8,5,0,15,75.3,26,0,26,4,70.0548336415151
174,2021,9,8,6,0,15.8,31.4,124,103,158,3.9,501.506784980976
175,2021,9,8,7,0,17.5,0,66,718,345,4,1290.97242608842
176,2021,9,8,8,0,19.6,0,72,782,450,3.8,2115.8548435532
177,2021,9,8,9,0,21.4,2.8,106,737,511,3.8,2648.31980512393
178,2021,9,8,10,0,22.7,9.2,180,569,515,3.8,2695.82374283554
179,2021,9,8,11,0,23.5,7,159,627,531,3.7,2969.16874450172
180,2021,9,8,12,0,24,5.9,138,654,504,3.6,3000.93653149222
181,2021,9,8,13,0,24.1,0,73,786,467,3.7,3078.63811290936
182,2021,9,8,14,0,23.8,0,67,732,368,3.7,2560.33162894856
183,2021,9,8,15,0,22.8,0,58,634,249,3.6,1807.07553233635
184,2021,9,8,16,0,20.7,0,42,455,124,3.7,893.833736406311
185,2021,9,8,17,0,18.1,29,14,47,19,3.6,51.3728576179465
197,2021,9,9,5,0,12.8,71.8,24,0,24,1.5,63.3246452263373
198,2021,9,9,6,0,14.8,71.3,61,0,61,1.7,208.235064651731
199,2021,9,9,7,0,17.1,67,110,0,110,2.1,399.902210289214
200,2021,9,9,8,0,19.3,50.5,217,0,217,2.3,815.382291601548
201,2021,9,9,9,0,21.4,22.4,266,238,399,2.5,1736.71743855478
202,2021,9,9,10,0,23.2,4.4,148,652,529,2.6,2829.76288402211
203,2021,9,9,11,0,24.2,13,231,432,485,2.5,2494.27641071805
204,2021,9,9,12,0,24.5,6,157,604,492,2.4,2856.79663967498
205,2021,9,9,13,0,24.6,0,90,732,453,2.3,2919.71692504016
206,2021,9,9,14,0,24.2,1.9,98,609,346,2.4,2276.76437513158
207,2021,9,9,15,0,23.4,3.1,77,502,228,2.3,1534.80508409219
208,2021,9,9,16,0,21.5,9,65,229,99,2.3,595.931265138382
209,2021,9,9,17,0,18.3,62.6,8,38,12,2.3,22.7635733881474
221,2021,9,10,5,0,12.8,73.3,19,0,19,0.9,43.8500472981784
222,2021,9,10,6,0,14.6,69.4,58,0,58,1.1,196.439914444886
223,2021,9,10,7,0,16.4,63.9,108,0,108,1.6,393.21293865047
224,2021,9,10,8,0,18.1,68.3,127,0,127,1.9,464.996130479433
225,2021,9,10,9,0,19.6,75.3,116,0,116,2.1,418.195245927928
226,2021,9,10,10,0,20.7,74.4,132,0,132,2.3,478.435585328037
227,2021,9,10,11,0,21,74.3,133,0,133,2.3,481.584093947028
228,2021,9,10,12,0,20.8,58.8,197,0,197,2.3,731.69886934762
229,2021,9,10,13,0,20.4,59,171,0,171,2.2,631.712418850191
230,2021,9,10,14,0,20.1,33.7,180,76,207,2.3,923.124881653105
231,2021,9,10,15,0,19.8,11.7,118,218,187,2.5,994.672430427608
232,2021,9,10,16,0,18.9,35.6,62,4,63,2.2,213.966493696794
245,2021,9,11,5,0,13.3,74.8,16,0,16,0.9,32.1036042402505
246,2021,9,11,6,0,14.7,76.4,43,0,43,1,136.804862819194
247,2021,9,11,7,0,16,74.4,76,0,76,1.3,266.319065941225
248,2021,9,11,8,0,17.1,64.8,142,0,142,1.8,526.989670333019
249,2021,9,11,9,0,17.7,78.3,103,0,103,2,370.833038445974
250,2021,9,11,10,0,18.1,71.3,150,0,150,2.2,556.19006538974
251,2021,9,11,11,0,18,68.3,167,0,167,2.3,623.780499223442
252,2021,9,11,12,0,17.4,71.1,142,0,142,2.2,526.434670652598
253,2021,9,11,13,0,16.9,76.8,100,0,100,2.1,360.517789684702
254,2021,9,11,14,0,16.5,85.4,48,0,48,2.1,154.962663225995
255,2021,9,11,15,0,15.9,78.9,44,0,44,2.2,139.786731782416
256,2021,9,11,16,0,15.2,59.6,39,0,39,2.4,120.71019173711
269,2021,9,12,5,0,14.1,89,8,0,8,1.9,1.68624457460452
270,2021,9,12,6,0,14.6,83.5,31,0,31,2.1,89.7296182028242
271,2021,9,12,7,0,15.3,66.8,100,0,100,2.3,363.672446915241
272,2021,9,12,8,0,15.8,65.4,138,0,138,2.4,514.885726241643
273,2021,9,12,9,0,16.1,75.3,119,0,119,2.3,438.081253336308
274,2021,9,12,10,0,16.3,71.9,145,0,145,2.4,541.516091578969
275,2021,9,12,11,0,16.8,68.1,165,0,165,2.3,619.632576044745
276,2021,9,12,12,0,16.6,67.2,159,0,159,2.3,596.383185716883
277,2021,9,12,13,0,16,70.2,118,0,118,2.2,434.265477788267
278,2021,9,12,14,0,15.6,86.8,44,0,44,2.2,140.049130436091
279,2021,9,12,15,0,15.4,66.9,64,0,64,2.7,219.581231334007
280,2021,9,12,16,0,14.8,47.8,46,0,46,3,148.716910524392
293,2021,9,13,5,0,7.3,19.5,48,131,65,1.7,165.911457410186
294,2021,9,13,6,0,9,38.6,106,89,132,2.1,435.971540274438
295,2021,9,13,7,0,10.9,0,61,744,332,2.8,1333.04514509887
296,2021,9,13,8,0,12.4,0.3,70,801,437,2.7,2200.30315047727
297,2021,9,13,9,0,13.9,1.2,84,810,511,2.4,2840.97506753244
298,2021,9,13,10,0,15.3,3,107,773,542,2,3169.08637504908
299,2021,9,13,11,0,16.3,10.1,178,578,506,1.5,2905.50986670888
300,2021,9,13,12,0,16.8,6.4,135,671,491,1.5,3089.29296250282
301,2021,9,13,13,0,16.8,0,66,822,453,1.6,3201.6622442194
302,2021,9,13,14,0,16.6,4,82,664,337,1.8,2435.24100262197
303,2021,9,13,15,0,15.9,18.3,105,295,189,1.8,1148.8899397606
304,2021,9,13,16,0,13.9,10.7,43,330,91,1.5,682.869592442171
317,2021,9,14,5,0,8,71.5,24,0,24,0.4,65.6342485794363
318,2021,9,14,6,0,10,7.7,72,438,185,0.3,428.125781933619
319,2021,9,14,7,0,12.2,4,96,590,304,0.5,1227.06083852119
320,2021,9,14,8,0,14.2,34,256,52,278,1,1115.11472135875
321,2021,9,14,9,0,15.7,55.8,221,0,221,1.4,844.497586770861
322,2021,9,14,10,0,16.8,43.2,306,4,308,1.7,1186.69848337001
323,2021,9,14,11,0,17.3,55,245,0,245,2,932.862590286703
324,2021,9,14,12,0,17.2,57.5,216,0,216,2.1,819.711233495454
325,2021,9,14,13,0,16.4,49.7,197,51,221,2,946.996624584057
326,2021,9,14,14,0,15.4,48.4,172,0,172,1.5,651.243981691138
327,2021,9,14,15,0,15,25.9,135,83,155,1.1,720.364790568656
328,2021,9,14,16,0,14.2,4.1,41,322,88,1.1,655.230669197461
341,2021,9,15,5,0,9.1,49.6,33,0,33,0.9,101.157391899173
342,2021,9,15,6,0,10.8,45.8,99,0,99,0.9,367.804973347806
343,2021,9,15,7,0,12.4,11.4,126,391,271,1.6,1057.15447164497
344,2021,9,15,8,0,13.3,9.6,170,438,366,2.5,1717.98839294069
345,2021,9,15,9,0,13.6,14.8,214,389,415,2.8,2068.83280031182
346,2021,9,15,10,0,14.1,27.3,308,139,385,2.9,1720.83478379288
347,2021,9,15,11,0,15.1,32.1,288,133,362,3.2,1656.3026376352
348,2021,9,15,12,0,15.9,40.2,294,5,297,3.4,1155.32719376087
349,2021,9,15,13,0,16,40,247,14,253,3.3,1003.54247965558
350,2021,9,15,14,0,15.9,30.8,204,53,221,3.2,956.781750994689
351,2021,9,15,15,0,15.4,14.2,107,266,174,2.8,1079.00916354738
352,2021,9,15,16,0,13.8,39,53,0,53,2.4,177.502286593965
365,2021,9,16,5,0,7.4,84.4,11,0,11,3.6,14.4230488281594
366,2021,9,16,6,0,7.3,88.5,20,0,20,3.7,50.0059226705005
367,2021,9,16,7,0,7.6,82.9,53,0,53,3.8,184.101590276112
368,2021,9,16,8,0,8.2,78.1,87,0,87,3.8,323.879911829127
369,2021,9,16,9,0,9,86.1,66,0,66,4,235.989394757918
370,2021,9,16,10,0,9.4,82.2,92,0,92,4.5,342.644613769481
371,2021,9,16,11,0,9.1,78.6,111,0,111,4.4,421.781690116711
372,2021,9,16,12,0,8.6,70.9,141,0,141,4,547.155035325699
373,2021,9,16,13,0,8.3,69.3,127,0,127,3.8,489.724705191851
374,2021,9,16,14,0,8.2,58.8,127,0,127,3.5,489.830458829007
375,2021,9,16,15,0,8.1,61.7,75,0,75,3.3,274.247819815517
376,2021,9,16,16,0,7.9,46.5,42,0,42,3.2,138.662456369056
389,2021,9,17,5,0,6.7,72.9,15,0,15,4,30.3305851711533
390,2021,9,17,6,0,7,73.3,48,0,48,3.9,164.116061106317
391,2021,9,17,7,0,7.2,60.2,119,0,119,3.8,459.007330745871
392,2021,9,17,8,0,7.5,63.1,147,0,147,3.8,574.98163474833
393,2021,9,17,9,0,8.1,69.8,144,0,144,3.7,560.789853503444
394,2021,9,17,10,0,8.7,67.3,169,0,169,3.4,662.357657884234
395,2021,9,17,11,0,9.3,56.1,228,0,228,3.3,902.413235563716
396,2021,9,17,12,0,9.9,73,131,0,131,3.2,502.042309467351
397,2021,9,17,13,0,10.3,74.4,104,0,104,3,389.969161711713
398,2021,9,17,14,0,10.3,66.9,100,0,100,2.7,373.444564324757
399,2021,9,17,15,0,10.2,57.1,81,0,81,2.6,295.63862800913
400,2021,9,17,16,0,9.7,44.3,42,0,42,2.7,137.133402457635
413,2021,9,18,5,0,6.2,53,24,0,24,1.6,66.5333897369176
414,2021,9,18,6,0,7.8,54,79,0,79,2.1,291.028777741158
415,2021,9,18,7,0,9.3,50.8,143,0,143,2.9,552.902406087019
416,2021,9,18,8,0,10.2,52.2,188,0,188,3.2,735.245449361834
417,2021,9,18,9,0,10.2,58.9,194,0,194,3.2,759.787195957247
418,2021,9,18,10,0,10.1,50.7,254,0,254,3.1,1004.19350439384
419,2021,9,18,11,0,10.2,62.8,192,0,192,2.9,751.286959383176
420,2021,9,18,12,0,10.4,67.6,155,0,155,2.6,598.927023645506
421,2021,9,18,13,0,10.6,68.9,125,0,125,2.4,475.279633087863
422,2021,9,18,14,0,10.6,69.8,87,0,87,2.2,319.47121146992
423,2021,9,18,15,0,10.4,55.8,80,0,80,1.9,291.086503735787
424,2021,9,18,16,0,9.5,49,36,0,36,1.5,112.990684646538
437,2021,9,19,5,0,6.8,57,20,0,20,0.6,50.1675381931716
438,2021,9,19,6,0,8,55.3,77,0,77,0.8,282.190197230377
439,2021,9,19,7,0,9.2,45.6,159,0,159,1.6,618.133946816639
440,2021,9,19,8,0,10.1,46.4,213,0,213,2.3,836.547875104244
441,2021,9,19,9,0,10.9,60.5,187,0,187,2.5,727.964353970772
442,2021,9,19,10,0,11.7,70,155,0,155,2.5,595.03136539384
443,2021,9,19,11,0,12.2,68.2,165,0,165,2.4,634.099396925184
444,2021,9,19,12,0,12.5,71.9,135,0,135,2.4,511.382731495899
445,2021,9,19,13,0,12.6,64.9,142,0,142,2.4,539.553028664612
446,2021,9,19,14,0,12.5,54.9,135,0,135,2.4,511.382731495899
447,2021,9,19,15,0,11.7,51.5,89,0,89,2.2,325.761399843965
448,2021,9,19,16,0,10,44.3,40,0,40,2.2,128.777920516539
461,2021,9,20,5,0,6.7,58.2,19,0,19,1.4,46.2211035520592
462,2021,9,20,6,0,7,68.6,54,0,54,1.4,188.636853598194
463,2021,9,20,7,0,7.3,60.5,115,0,115,1.6,441.208624068211
464,2021,9,20,8,0,7.4,56.9,170,0,170,1.7,669.168832051964
465,2021,9,20,9,0,7.8,53,222,0,222,1.5,881.424391882426
466,2021,9,20,10,0,8.2,57.3,217,0,217,1.2,858.871240705634
467,2021,9,20,11,0,8.6,62.6,191,0,191,1,750.754167633385
468,2021,9,20,12,0,8.7,66.8,158,0,158,1,615.020899901442
469,2021,9,20,13,0,8.6,59.7,160,0,160,1.2,623.720071356114
470,2021,9,20,14,0,8.5,54.2,137,0,137,1.3,529.28603249994
471,2021,9,20,15,0,8.1,43,91,39,97,1.1,441.084271784238
472,2021,9,20,16,0,7.5,40.8,34,71,45,1,217.927691461362
486,2021,9,21,6,0,7.1,89.9,14,0,14,3.8,26.2590145444585
487,2021,9,21,7,0,7.6,84.8,42,0,42,4.2,138.964298751874
488,2021,9,21,8,0,8.1,75.6,92,0,92,4.6,344.978214654122
489,2021,9,21,9,0,8.6,73.7,117,0,117,4.5,447.786726642429
490,2021,9,21,10,0,9,71.6,139,0,139,3.9,537.750072041489
491,2021,9,21,11,0,9.4,68.2,156,0,156,3.1,606.344421790132
492,2021,9,21,12,0,10.2,67.3,148,0,148,2.4,570.660288929144
493,2021,9,21,13,0,11,66.8,126,0,126,1.5,477.957002416149
494,2021,9,21,14,0,11.6,53,132,0,132,0.5,500.354829468924
495,2021,9,21,15,0,11.4,39.2,99,12,101,0.5,396.981380261716
496,2021,9,21,16,0,10.3,44.1,34,0,34,0.9,104.368233650452
509,2021,9,22,5,0,7.1,55,21,1,21,2,54.064958883005
510,2021,9,22,6,0,8.6,35.7,99,2,99,2.4,373.155476956772
511,2021,9,22,7,0,10.6,51.4,132,0,132,3.2,504.397825071754
512,2021,9,22,8,0,12.2,58.5,153,0,153,3.8,586.319548779822
513,2021,9,22,9,0,13,64.6,155,0,155,4.2,592.381215099114
514,2021,9,22,10,0,13.3,78.6,102,0,102,4.2,376.211756087248
515,2021,9,22,11,0,13.6,78.4,104,0,104,3.9,383.640621622977
516,2021,9,22,12,0,14.1,74.7,112,0,112,4,415.031212825452
517,2021,9,22,13,0,14.7,72.1,103,0,103,4.4,377.548891093723
518,2021,9,22,14,0,14.7,68.8,83,0,83,4.4,296.943380793712
519,2021,9,22,15,0,14.2,48,75,0,75,4.5,265.525411109402
520,2021,9,22,16,0,13.6,29.5,29,66,36,4.4,180.66013766678
533,2021,9,23,5,0,12.1,88.3,8,0,8,5.6,2.02932763346102
534,2021,9,23,6,0,11.4,73.9,40,0,40,5.3,127.808342055648
535,2021,9,23,7,0,11.6,68.4,82,0,82,5.1,297.98462325664
536,2021,9,23,8,0,12.5,83.2,60,0,60,5.3,207.343554350282
537,2021,9,23,9,0,12.4,73.8,118,0,118,5.2,443.600089636636
538,2021,9,23,10,0,12.5,28,245,212,354,4.9,1762.83810378508
539,2021,9,23,11,0,13.4,47.2,223,74,261,5.2,1174.34271936082
540,2021,9,23,12,0,14,37.8,241,90,282,5.2,1307.83435990479
541,2021,9,23,13,0,13.9,33,221,89,258,4.7,1198.50897900245
542,2021,9,23,14,0,13.4,37.3,135,126,171,3.9,926.260525251296
543,2021,9,23,15,0,12.8,14.6,70,339,135,3.6,1091.68018225567
544,2021,9,23,16,0,11.4,11.9,19,255,47,3.2,426.005220912102
557,2021,9,24,5,0,5.2,16.1,24,125,38,1.6,68.8410202004085
558,2021,9,24,6,0,6.5,0,37,611,157,1.4,334.123313895532
559,2021,9,24,7,0,8.6,7.9,90,535,250,1.4,1121.94570913423
560,2021,9,24,8,0,10.2,32,156,247,249,1.1,1207.57616187398
561,2021,9,24,9,0,11.2,37.4,207,154,281,1.4,1305.37428618915
562,2021,9,24,10,0,11.8,41.7,230,98,279,3,1273.88458333054
563,2021,9,24,11,0,11.1,76.2,113,0,113,4,425.588274108025
564,2021,9,24,12,0,10.4,81.7,80,0,80,4.1,291.512132614304
565,2021,9,24,13,0,10.6,79.7,69,0,69,4.4,246.228477956448
566,2021,9,24,14,0,11.1,69.1,74,0,74,4.9,266.031561172623
567,2021,9,24,15,0,11.7,69.7,35,0,35,5.6,107.572601118536
568,2021,9,24,16,0,12.4,46.3,18,0,18,5.9,40.1778885045714
581,2021,9,25,5,0,7.8,0,16,251,41,3,37.0952023260862
582,2021,9,25,6,0,9.3,0,37,615,154,2.9,328.707445896706
583,2021,9,25,7,0,11.4,0,48,743,274,2.9,1238.58598674593
584,2021,9,25,8,0,13.3,0,57,808,377,3,2115.79084949532
585,2021,9,25,9,0,15.1,0,63,842,452,2.8,2795.35556301912
586,2021,9,25,10,0,16.1,0.6,72,836,487,2.7,3194.37083343616
587,2021,9,25,11,0,16.6,11.2,171,531,434,2.4,2676.11475904845
588,2021,9,25,12,0,17,0.8,73,805,444,1.7,3258.9487706178
589,2021,9,25,13,0,17.1,0,60,787,373,1.3,2961.53522151907
590,2021,9,25,14,0,16.9,0,53,711,269,1,2351.01417075833
591,2021,9,25,15,0,15.4,0,40,572,150,0.9,1489.164841829
592,2021,9,25,16,0,12.7,24.5,18,167,35,1,280.724373845112
605,2021,9,26,5,0,7.3,1.8,18,156,33,1.5,43.9232137164037
606,2021,9,26,6,0,8.7,44.1,67,62,74,1.5,260.744797103664
607,2021,9,26,7,0,10.6,43.1,146,11,150,1.7,577.05303760157
608,2021,9,26,8,0,12.4,25.9,182,199,264,2.1,1184.41486947216
609,2021,9,26,9,0,14,0.6,87,734,422,2.4,2579.58194256666
610,2021,9,26,10,0,15.1,10.6,178,476,412,2.5,2395.82077205878
611,2021,9,26,11,0,15.7,43.6,242,36,260,2.6,1074.81847862414
612,2021,9,26,12,0,15.8,32.2,218,155,287,2.8,1454.47609348881
613,2021,9,26,13,0,15.4,26.3,209,133,262,2.9,1297.94713498693
614,2021,9,26,14,0,14.5,22.8,129,225,198,2.7,1205.90999293992
615,2021,9,26,15,0,13.1,21.9,78,154,104,2.3,655.319136219442
616,2021,9,26,16,0,11,25.9,22,48,27,1.8,124.612287386818
629,2021,9,27,5,0,8.7,39.2,12,27,15,2.4,18.3707813586473
630,2021,9,27,6,0,9.2,81.5,22,0,22,2.8,57.1467078869279
631,2021,9,27,7,0,9.7,72,68,0,68,3.2,243.179104078893
632,2021,9,27,8,0,10.5,68.6,104,0,104,3.5,389.727521102004
633,2021,9,27,9,0,11.3,73.8,103,0,103,3.7,384.093138765599
634,2021,9,27,10,0,12.4,71.1,124,0,124,4,467.629749544554
635,2021,9,27,11,0,14.2,81.4,79,0,79,4.6,281.656587277383
636,2021,9,27,12,0,15.9,87,49,0,49,5.2,159.69655759168
637,2021,9,27,13,0,16.1,84.3,48,0,48,5.4,155.565191305496
638,2021,9,27,14,0,15.7,74.7,50,0,50,5.5,163.869266610641
639,2021,9,27,15,0,15.3,35.9,53,38,58,5.6,267.101525276737
640,2021,9,27,16,0,14.9,66,11,0,11,5.8,12.7172880728343
654,2021,9,28,6,0,10.8,87.3,14,0,14,3.4,25.1896815397268
655,2021,9,28,7,0,11,86.5,30,0,30,3.2,88.0232396810807
656,2021,9,28,8,0,11.1,79.8,64,0,64,2.8,224.989985504722
657,2021,9,28,9,0,11.6,72.3,111,0,111,2.3,415.700061517584
658,2021,9,28,10,0,12.4,70.4,131,0,131,2,495.160051918172
659,2021,9,28,11,0,13.4,71,130,0,130,2.2,488.719843304155
660,2021,9,28,12,0,14.1,74.2,105,0,105,2.2,386.122845109679
661,2021,9,28,13,0,14.4,61.8,130,0,130,1.9,486.072799677358
662,2021,9,28,14,0,14.3,48,105,54,117,1.5,558.75889475291
663,2021,9,28,15,0,13.2,2.3,53,386,120,1.5,1100.48115217115
664,2021,9,28,16,0,11.3,29.3,16,46,21,1.8,96.0681529886735
677,2021,9,29,5,0,10,61.7,8,0,8,3,2.37677343196689
678,2021,9,29,6,0,10.1,71.9,30,0,30,3.1,88.5632208957127
679,2021,9,29,7,0,10.2,86.1,29,0,29,3.3,84.5145411565701
680,2021,9,29,8,0,10.5,83.9,50,0,50,3.3,168.858258367077
681,2021,9,29,9,0,10.7,79.2,79,0,79,3.4,286.826082097949
682,2021,9,29,10,0,10.7,79.2,87,0,87,3.4,319.580313981209
683,2021,9,29,11,0,10.8,83.6,69,0,69,3.4,245.823733023453
684,2021,9,29,12,0,11.1,82.2,68,0,68,3.7,241.386219078178
685,2021,9,29,13,0,11.3,79.7,66,0,66,3.9,233.007190805374
686,2021,9,29,14,0,11.3,77,49,0,49,4.1,164.08569736367
687,2021,9,29,15,0,11.2,54.5,43,0,43,4.3,139.990179392419
702,2021,9,30,6,0,9.4,86.3,12,0,12,5,17.8348751777146
703,2021,9,30,7,0,9.5,88,22,0,22,4.9,57.0428319845286
704,2021,9,30,8,0,9.5,88.3,33,0,33,4.7,101.024170012863
705,2021,9,30,9,0,9.5,90.4,33,0,33,4.7,101.024170012863
706,2021,9,30,10,0,9.6,88.6,45,0,45,4.6,149.492827348692
707,2021,9,30,11,0,9.6,93.6,25,0,25,4.4,68.9135064584586
708,2021,9,30,12,0,9.6,91.8,29,0,29,4.3,84.8894037601815
709,2021,9,30,13,0,9.7,93,21,0,21,4.3,52.9868782299279
710,2021,9,30,14,0,9.7,94,11,0,11,4.3,13.9005400873446
711,2021,9,30,15,0,9.6,51.9,45,0,45,4.1,149.464644787853
712,2021,9,30,16,0,9.5,53,11,0,11,3.8,13.9444066671197
726,2021,10,1,6,0,9.8,82.4,17,0,17,5.3,37.2044567048503
