Year,Month,Day,Hour,Minute,Temp,DHI,DNI,GHI,WindVel,Output_Power
2021,10,1,0,0,8.9,0,0,0,0.6,34.94
2021,10,1,1,0,9,0,0,0,1.3,34.52
2021,10,1,2,0,9.1,0,0,0,2.7,34.35
2021,10,1,3,0,9,0,0,0,3.3,34.41
2021,10,1,4,0,9,0,0,0,3.3,34.14
2021,10,1,5,0,9.4,4,0,4,4,77.4
2021,10,1,6,0,9.8,17,0,17,5.3,206.13
2021,10,1,7,0,9.6,25,0,25,6.4,533.92
2021,10,1,8,0,9.5,45,0,45,6.4,833.38
2021,10,1,9,0,9.8,109,0,109,6,980.03
2021,10,1,10,0,10.2,93,0,93,5.6,2110.09
2021,10,1,11,0,10.6,86,0,86,5.4,1527.57
2021,10,1,12,0,10.8,76,0,76,5.5,1260.87
2021,10,1,13,0,10.9,60,0,60,5.3,976.24
2021,10,1,14,0,10.9,64,0,64,5.3,885.75
2021,10,1,15,0,10.8,34,0,34,5.3,336.31
2021,10,1,16,0,10.8,4,0,4,5.5,82.11
2021,10,1,17,0,10.7,0,0,0,5.6,35.68
2021,10,1,18,0,10.6,0,0,0,5.6,35.55
2021,10,1,19,0,10.5,0,0,0,5.6,35.12
2021,10,1,20,0,10.4,0,0,0,5.5,35.31
2021,10,1,21,0,10.3,0,0,0,5.2,35.3
2021,10,1,22,0,10.1,0,0,0,5.1,35.78
2021,10,1,23,0,10,0,0,0,5.2,35.74
2021,10,2,0,0,9.9,0,0,0,4.9,35.52
2021,10,2,1,0,10,0,0,0,4.8,35.67
2021,10,2,2,0,10,0,0,0,5,35.31
2021,10,2,3,0,9.8,0,0,0,5,35.3
2021,10,2,4,0,9.7,0,0,0,4.7,35.21
2021,10,2,5,0,9.5,3,0,3,4.7,69.44
2021,10,2,6,0,9.4,25,0,25,4.9,311.2
2021,10,2,7,0,9.3,21,0,21,4.7,484.76
2021,10,2,8,0,9.3,70,0,70,4.5,747.83
2021,10,2,9,0,9.4,76,0,76,4.5,889.9
2021,10,2,10,0,9.5,82,0,82,4.5,1093.98
2021,10,2,11,0,9.5,43,0,43,4.4,763.95
2021,10,2,12,0,9.5,39,0,39,3.9,833.22
2021,10,2,13,0,9.6,45,0,45,3.3,638.93
2021,10,2,14,0,9.6,48,0,48,3,550.04
2021,10,2,15,0,9.7,29,0,29,2.9,269.85
2021,10,2,16,0,9.9,3,0,3,2.9,94.84
2021,10,2,17,0,10.1,0,0,0,3.3,35.77
2021,10,2,18,0,10.3,0,0,0,3.6,35.42
2021,10,2,19,0,10.4,0,0,0,3.7,35.7
2021,10,2,20,0,10.3,0,0,0,3.7,35.5
2021,10,2,21,0,10.3,0,0,0,3.6,35.59
2021,10,2,22,0,10.2,0,0,0,3.7,35.44
2021,10,2,23,0,10.2,0,0,0,4.2,35.06
2021,10,3,0,0,10.2,0,0,0,4.7,35.28
2021,10,3,1,0,10.1,0,0,0,5,35.47
2021,10,3,2,0,10,0,0,0,5,35.59
2021,10,3,3,0,9.9,0,0,0,5.4,35.45
2021,10,3,4,0,9.8,0,0,0,6,35.84
2021,10,3,5,0,9.9,0,0,0,6.7,39.44
2021,10,3,6,0,10.3,9,0,9,7.5,143.74
2021,10,3,7,0,10.8,25,0,25,7.9,194
2021,10,3,8,0,11.2,34,0,34,7.5,272.62
2021,10,3,9,0,11.5,74,0,74,6.7,729.01
2021,10,3,10,0,12.1,75,0,75,6.2,1400.21
2021,10,3,11,0,12.6,69,0,69,5.9,679.79
2021,10,3,12,0,12.7,67,0,67,6,635.04
2021,10,3,13,0,12.8,58,0,58,6.3,420.98
2021,10,3,14,0,12.7,47,0,47,6.5,347.01
2021,10,3,15,0,12.7,32,0,32,6.2,229.11
2021,10,3,16,0,12.8,1,0,1,6.2,62.65
2021,10,3,17,0,12.7,0,0,0,6.4,36.96
2021,10,3,18,0,12.7,0,0,0,6.7,36.72
2021,10,3,19,0,12.8,0,0,0,6.5,36.95
2021,10,3,20,0,12.8,0,0,0,5.9,36.42
2021,10,3,21,0,12.4,0,0,0,4,36.58
2021,10,3,22,0,11.1,0,0,0,3.2,37.1
2021,10,3,23,0,10.2,0,0,0,3.4,37.28
2021,10,4,0,0,10.1,0,0,0,2.6,36.96
2021,10,4,1,0,10,0,0,0,2.7,37.13
2021,10,4,2,0,10.1,0,0,0,3.3,37.28
2021,10,4,3,0,10.3,0,0,0,3.6,36.61
2021,10,4,4,0,10.5,0,0,0,3.8,35.73
2021,10,4,5,0,10.2,2,0,2,3.7,128.87
2021,10,4,6,0,10.2,23,0,23,3.7,685.12
2021,10,4,7,0,10.6,60,0,60,3.9,1269.9
2021,10,4,8,0,10.9,164,0,164,3.8,1949.98
2021,10,4,9,0,11.2,147,0,147,3.6,2286.88
2021,10,4,10,0,11.7,110,0,110,3.5,4116.45
2021,10,4,11,0,12.1,101,0,101,3.7,1893.21
2021,10,4,12,0,12,103,0,103,3.8,1302.9
2021,10,4,13,0,11.7,73,0,73,3.6,963.08
2021,10,4,14,0,11.5,62,0,62,3.5,651.69
2021,10,4,15,0,11.3,44,0,44,3.4,342.43
2021,10,4,16,0,10.9,4,0,4,3.3,39.77
2021,10,4,17,0,10.5,0,0,0,3.4,37.76
2021,10,4,18,0,10.5,0,0,0,3.6,37.41
2021,10,4,19,0,10.4,0,0,0,3.8,37.58
2021,10,4,20,0,9.9,0,0,0,3.6,37.25
2021,10,4,21,0,9.6,0,0,0,3.4,36.98
2021,10,4,22,0,9.3,0,0,0,3.2,36.73
2021,10,4,23,0,9.1,0,0,0,3.2,36.19
2021,10,5,0,0,9.2,0,0,0,3.3,35.59
2021,10,5,1,0,9.7,0,0,0,3.9,35.5
2021,10,5,2,0,10.3,0,0,0,4.5,35.02
2021,10,5,3,0,10.5,0,0,0,4.2,35.1
2021,10,5,4,0,10.5,0,0,0,3.6,34.63
2021,10,5,5,0,10.5,6,0,6,3.3,141.69
2021,10,5,6,0,10.6,57,12,58,3.2,335.4
2021,10,5,7,0,11.1,94,0,94,3.3,3449.94
2021,10,5,8,0,11.7,186,6,188,3.4,4823.47
2021,10,5,9,0,12.5,222,46,241,3.3,8089.01
2021,10,5,10,0,13.7,244,5,247,3.1,6683.85
2021,10,5,11,0,14.2,213,0,213,3.1,8317.52
2021,10,5,12,0,13.9,185,0,185,3,4575.98
2021,10,5,13,0,13.3,149,0,149,2.9,2515.42
2021,10,5,14,0,12.4,92,0,92,2.6,1229.87
2021,10,5,15,0,11.3,46,0,46,2.2,558.45
2021,10,5,16,0,10.2,1,0,1,2.1,109.85
2021,10,5,17,0,9.9,0,0,0,2.3,35.71
2021,10,5,18,0,9.8,0,0,0,2.5,35.1
2021,10,5,19,0,9.8,0,0,0,3,34.61
2021,10,5,20,0,9.7,0,0,0,3.3,34.88
2021,10,5,21,0,9.5,0,0,0,3.4,35.23
2021,10,5,22,0,9.5,0,0,0,3.8,35.73
2021,10,5,23,0,9.6,0,0,0,4,35.55
2021,10,6,0,0,9.7,0,0,0,3.8,35.67
2021,10,6,1,0,9.8,0,0,0,3.6,35.72
2021,10,6,2,0,9.8,0,0,0,3.6,35.03
2021,10,6,3,0,9.9,0,0,0,3.3,35.03
2021,10,6,4,0,9.8,0,0,0,2.8,35.03
2021,10,6,5,0,9.8,1,0,1,2.5,35.01
2021,10,6,6,0,9.9,27,0,27,2.1,126.49
2021,10,6,7,0,10,28,0,28,1.5,301.99
2021,10,6,8,0,10.1,39,0,39,1,500.16
2021,10,6,9,0,10.3,45,0,45,0.7,1094.9
2021,10,6,10,0,10.5,49,0,49,1.2,748.44
2021,10,6,11,0,10.6,83,0,83,1.7,1296.63
2021,10,6,12,0,10.7,73,0,73,1.9,1431.74
2021,10,6,13,0,10.7,57,0,57,1.9,1044.66
2021,10,6,14,0,10.6,46,0,46,1.9,468.42
2021,10,6,15,0,10.5,43,0,43,1.8,228.38
2021,10,6,16,0,10.2,2,0,2,1.6,55.53
2021,10,6,17,0,10,0,0,0,1.6,36.47
2021,10,6,18,0,9.6,0,0,0,1.8,36.67
2021,10,6,19,0,9.4,0,0,0,1.9,36.72
2021,10,6,20,0,9.5,0,0,0,2.2,36.46
2021,10,6,21,0,9,0,0,0,2.3,36.23
2021,10,6,22,0,8.5,0,0,0,2.2,35.59
2021,10,6,23,0,8.5,0,0,0,2.4,35.3
2021,10,7,0,0,8.9,0,0,0,2.6,35.18
2021,10,7,1,0,9.4,0,0,0,2.7,34.98
2021,10,7,2,0,9.5,0,0,0,2.8,34.53
2021,10,7,3,0,9.3,0,0,0,3,34.14
2021,10,7,4,0,9.1,0,0,0,3.2,33.83
2021,10,7,5,0,9.1,2,0,2,3.3,81.29
2021,10,7,6,0,9.5,34,0,34,3.4,685
2021,10,7,7,0,10.4,98,8,101,3.5,2819.03
2021,10,7,8,0,11.5,162,111,197,3.7,6661.91
2021,10,7,9,0,12.4,207,133,258,3.9,5400.32
2021,10,7,10,0,13,228,162,297,4.1,6067.02
2021,10,7,11,0,13.5,195,85,232,4.2,9186.43
2021,10,7,12,0,13.9,118,0,118,4.1,1497.61
2021,10,7,13,0,13.9,137,16,141,4,1673.91
2021,10,7,14,0,13.3,108,62,123,3.8,1716.86
2021,10,7,15,0,12.5,44,10,45,3.8,397.25
2021,10,7,16,0,11.8,1,0,1,3.6,87.9
2021,10,7,17,0,11.6,0,0,0,3.4,35.02
2021,10,7,18,0,11.5,0,0,0,3.5,34.26
2021,10,7,19,0,11.4,0,0,0,3.5,33.94
2021,10,7,20,0,11.4,0,0,0,3.6,34.08
2021,10,7,21,0,11.5,0,0,0,3.8,34.22
2021,10,7,22,0,11.3,0,0,0,3.7,34.52
2021,10,7,23,0,10.9,0,0,0,3.5,34.66
2021,10,8,0,0,10.7,0,0,0,3.3,34.87
2021,10,8,1,0,10.5,0,0,0,3.2,35.19
2021,10,8,2,0,10.1,0,0,0,3.2,35.8
2021,10,8,3,0,9.9,0,0,0,3.4,35.73
2021,10,8,4,0,9.9,0,0,0,3.6,35.35
2021,10,8,5,0,9.9,2,0,2,3.8,125.15
2021,10,8,6,0,10.2,22,0,22,4,372.06
2021,10,8,7,0,11,48,0,48,4.2,858.7
2021,10,8,8,0,11.7,86,0,86,4.4,1049.72
2021,10,8,9,0,11.9,169,0,169,4.3,2836.01
2021,10,8,10,0,11.8,177,0,177,4.3,2720.25
2021,10,8,11,0,11.5,142,0,142,4.3,1105.07
2021,10,8,12,0,11.2,135,0,135,4.1,1131.61
2021,10,8,13,0,11.1,121,0,121,3.8,1116.78
2021,10,8,14,0,11.1,73,27,77,3.6,561.43
2021,10,8,15,0,11.2,38,40,44,3.5,275.63
2021,10,8,16,0,11.3,1,0,1,3.4,37.65
2021,10,8,17,0,11.4,0,0,0,3.4,36.81
2021,10,8,18,0,11.3,0,0,0,3.3,36.3
2021,10,8,19,0,11.2,0,0,0,3.1,36.48
2021,10,8,20,0,11.2,0,0,0,3,36.77
2021,10,8,21,0,11.2,0,0,0,3,37.07
2021,10,8,22,0,11.2,0,0,0,3,37.24
2021,10,8,23,0,11.3,0,0,0,3.1,37.27
2021,10,9,0,0,11.4,0,0,0,3.2,37.28
2021,10,9,1,0,11.5,0,0,0,3.2,37.13
2021,10,9,2,0,11.4,0,0,0,3.1,36.92
2021,10,9,3,0,11.3,0,0,0,2.9,36.99
2021,10,9,4,0,11.1,0,0,0,2.8,37.03
2021,10,9,5,0,11,2,0,2,2.8,53.34
2021,10,9,6,0,11.1,18,0,18,2.9,443.82
2021,10,9,7,0,11.5,58,0,58,3.2,690.84
2021,10,9,8,0,12,90,0,90,3.5,1302.28
2021,10,9,9,0,12.8,132,0,132,3.8,1962.96
2021,10,9,10,0,13.8,161,0,161,4.3,2377.24
2021,10,9,11,0,14.4,186,0,186,4.5,3229.77
2021,10,9,12,0,14.4,176,202,252,4.4,5232.06
2021,10,9,13,0,14.2,143,0,143,4.2,2165.02
2021,10,9,14,0,13.4,89,99,106,4,1913.03
2021,10,9,15,0,12,32,163,52,3.9,414.84
2021,10,9,16,0,10.7,1,0,1,3.7,89.06
2021,10,9,17,0,9.8,0,0,0,3.5,34.53
2021,10,9,18,0,9.4,0,0,0,3.5,33.94
2021,10,9,19,0,9.3,0,0,0,3.4,33.79
2021,10,9,20,0,9.5,0,0,0,3.6,34.22
2021,10,9,21,0,9.9,0,0,0,3.7,34.1
2021,10,9,22,0,10.1,0,0,0,3.8,33.88
2021,10,9,23,0,10.2,0,0,0,3.9,33.87
2021,10,10,0,0,10.5,0,0,0,4.2,34.57
2021,10,10,1,0,10.8,0,0,0,4.7,34.5
2021,10,10,2,0,11,0,0,0,5,34.87
2021,10,10,3,0,11,0,0,0,4.7,34.92
2021,10,10,4,0,10.9,0,0,0,4.6,34.67
2021,10,10,5,0,10.9,1,0,1,4.6,90.16
2021,10,10,6,0,10.9,28,0,28,4.5,620.35
2021,10,10,7,0,11,59,0,59,4.7,563.17
2021,10,10,8,0,11.4,111,0,111,4.9,1702.38
2021,10,10,9,0,11.8,178,13,183,5.1,2013.93
2021,10,10,10,0,12,182,0,182,5.2,1902.42
2021,10,10,11,0,12,139,0,139,5.3,643.92
2021,10,10,12,0,11.8,151,0,151,5.4,1538.27
2021,10,10,13,0,11.6,98,0,98,5.3,736.07
2021,10,10,14,0,11.4,61,0,61,5.3,436.83
2021,10,10,15,0,10.8,19,0,19,5.2,371.54
2021,10,10,16,0,10.4,1,0,1,4.9,105.58
2021,10,10,17,0,10.1,0,0,0,4.3,35.69
2021,10,10,18,0,10.2,0,0,0,4,35.76
2021,10,10,19,0,10.3,0,0,0,3.8,35.02
2021,10,10,20,0,10.1,0,0,0,3.7,34.88
2021,10,10,21,0,9.6,0,0,0,3.5,35.14
2021,10,10,22,0,9,0,0,0,3.5,34.84
2021,10,10,23,0,8.1,0,0,0,3.5,34.48
2021,10,11,0,0,7.1,0,0,0,3.5,34.36
2021,10,11,1,0,6.5,0,0,0,3.3,34.14
2021,10,11,2,0,6.1,0,0,0,2.8,34.15
2021,10,11,3,0,5.9,0,0,0,2.6,33.36
2021,10,11,4,0,5.5,0,0,0,2.3,33.26
2021,10,11,5,0,4.9,3,20,4,1.9,106.73
2021,10,11,6,0,5.1,26,394,73,1.6,734.44
2021,10,11,7,0,6.5,43,629,180,1.7,4389.15
2021,10,11,8,0,7.8,52,732,278,1.9,9249.61
2021,10,11,9,0,9,56,788,348,2,11744.16
2021,10,11,10,0,10,59,806,383,2.1,12806.11
2021,10,11,11,0,10.6,60,797,378,2.5,12176.85
2021,10,11,12,0,10.9,60,759,335,2.7,10977.13
2021,10,11,13,0,10.8,80,542,243,2.6,7085.07
2021,10,11,14,0,10.1,47,543,158,2.4,5125.48
2021,10,11,15,0,8.6,25,44,31,2.1,454.79
2021,10,11,16,0,7.3,0,0,0,1.9,37.48
2021,10,11,17,0,6.9,0,0,0,2.4,36.53
2021,10,11,18,0,6.7,0,0,0,3.3,36.13
2021,10,11,19,0,5.8,0,0,0,3.9,35.07
2021,10,11,20,0,4.7,0,0,0,3.3,34.53
2021,10,11,21,0,3.9,0,0,0,2.1,34.11
2021,10,11,22,0,3.3,0,0,0,1.8,33.9
2021,10,11,23,0,2.8,0,0,0,1.8,33.48
2021,10,12,0,0,2.5,0,0,0,1.8,32.39
2021,10,12,1,0,2.4,0,0,0,1.8,31.97
2021,10,12,2,0,2.4,0,0,0,1.8,31.73
2021,10,12,3,0,2.6,0,0,0,1.9,31.51
2021,10,12,4,0,2.4,0,0,0,2,30.5
2021,10,12,5,0,1.9,2,17,3,1.9,97.41
2021,10,12,6,0,2.4,23,404,71,1.9,613.32
2021,10,12,7,0,4,39,653,178,2.2,4357.74
2021,10,12,8,0,5.6,47,751,274,2.9,9610.25
2021,10,12,9,0,6.8,53,796,343,3.8,12180.09
2021,10,12,10,0,7.7,56,817,378,4.4,13026.3
2021,10,12,11,0,8.5,56,814,375,4.5,12929.65
2021,10,12,12,0,9,54,783,333,4.4,11833.4
2021,10,12,13,0,9,50,720,257,4.1,8978.66
2021,10,12,14,0,8.7,40,598,157,4.1,6047.34
2021,10,12,15,0,7.7,21,289,52,3.8,1724.32
2021,10,12,16,0,5.8,0,0,1,2.7,97.8
2021,10,12,17,0,4.5,0,0,0,1.9,34.19
2021,10,12,18,0,3.9,0,0,0,1.9,33.39
2021,10,12,19,0,3.4,0,0,0,1.9,32.94
2021,10,12,20,0,2.9,0,0,0,1.9,32.69
2021,10,12,21,0,2.4,0,0,0,1.8,31.93
2021,10,12,22,0,2.1,0,0,0,1.8,31.41
2021,10,12,23,0,1.8,0,0,0,1.8,31.02
2021,10,13,0,0,1.6,0,0,0,1.6,30.61
2021,10,13,1,0,1.4,0,0,0,1.5,29.99
2021,10,13,2,0,1.2,0,0,0,1.5,29.43
2021,10,13,3,0,1,0,0,0,1.5,28.93
2021,10,13,4,0,0.8,0,0,0,1.4,28.38
2021,10,13,5,0,0.8,1,10,2,1.5,90.1
2021,10,13,6,0,1.6,41,78,47,1.5,886.04
2021,10,13,7,0,3.3,104,71,122,1.4,5063.93
2021,10,13,8,0,5.1,99,469,240,1.5,8461.22
2021,10,13,9,0,6.5,75,711,329,1.9,10663.46
2021,10,13,10,0,7.3,181,290,293,2.2,10506.2
2021,10,13,11,0,7.7,221,41,236,2.5,4779.5
2021,10,13,12,0,7.7,138,3,139,2.6,3592.37
2021,10,13,13,0,7.6,122,0,122,2.4,1761.97
2021,10,13,14,0,7,85,0,85,1.9,1009.23
2021,10,13,15,0,6,25,0,25,1.8,292.48
2021,10,13,16,0,5.3,0,0,0,1.9,38.24
2021,10,13,17,0,5.2,0,0,0,2.3,31.33
2021,10,13,18,0,5.2,0,0,0,3,30.96
2021,10,13,19,0,5.2,0,0,0,3.3,30.77
2021,10,13,20,0,5.5,0,0,0,3.7,31.21
2021,10,13,21,0,5.8,0,0,0,3.9,31.07
2021,10,13,22,0,6,0,0,0,3.6,30.6
2021,10,13,23,0,6.4,0,0,0,3.3,30.84
2021,10,14,0,0,7,0,0,0,2.9,30.29
2021,10,14,1,0,7.1,0,0,0,2.6,30.43
2021,10,14,2,0,6.3,0,0,0,2.3,30.36
2021,10,14,3,0,5.7,0,0,0,2.2,30.27
2021,10,14,4,0,5.4,0,0,0,2.1,30.72
2021,10,14,5,0,5.4,0,0,0,1.8,51.99
2021,10,14,6,0,6.4,10,0,10,1.8,257.76
2021,10,14,7,0,7.8,19,0,19,2.1,551.14
2021,10,14,8,0,9,50,0,50,2.7,646.48
2021,10,14,9,0,10.2,65,0,65,3.4,954.58
2021,10,14,10,0,11.3,87,0,87,4,1346.94
2021,10,14,11,0,12.2,199,0,199,4.4,4278.53
2021,10,14,12,0,12.3,180,40,194,4.6,5782.92
2021,10,14,13,0,11.8,133,85,155,4.9,4507.84
2021,10,14,14,0,11,54,427,131,5.3,4225.23
2021,10,14,15,0,10.4,21,165,38,5.6,825.54
2021,10,14,16,0,10.1,0,0,0,5.8,67.77
2021,10,14,17,0,9.9,0,0,0,5.8,33.33
2021,10,14,18,0,10,0,0,0,5.9,32.85
2021,10,14,19,0,10.2,0,0,0,6,32.48
2021,10,14,20,0,10.1,0,0,0,6,32.39
2021,10,14,21,0,10.1,0,0,0,6.1,32.58
2021,10,14,22,0,10.4,0,0,0,6,32.7
2021,10,14,23,0,10.7,0,0,0,6.1,32.4
2021,10,15,0,0,10.6,0,0,0,6.3,32.54
2021,10,15,1,0,9.4,0,0,0,5.9,33
2021,10,15,2,0,8,0,0,0,5.2,32.66
2021,10,15,3,0,7,0,0,0,4.5,32.43
2021,10,15,4,0,6.3,0,0,0,4.1,32.51
2021,10,15,5,0,6.2,1,5,1,4.6,70.44
2021,10,15,6,0,6.6,23,297,56,5.1,495.67
2021,10,15,7,0,7.1,40,617,161,5.4,4065.72
2021,10,15,8,0,7.8,46,747,259,5.5,8318.12
2021,10,15,9,0,8.5,49,810,330,5.5,12181.94
2021,10,15,10,0,8.9,61,793,360,5.1,13174.25
2021,10,15,11,0,9.3,166,322,287,4.7,11374.78
2021,10,15,12,0,9.8,142,0,143,4.5,6319.54
2021,10,15,13,0,9.7,91,0,91,4.1,1682.63
2021,10,15,14,0,8.9,75,73,86,3.7,1293.15
2021,10,15,15,0,7.6,20,151,35,2.7,844.89
2021,10,15,16,0,6.2,0,0,0,2,58.21
2021,10,15,17,0,5.2,0,0,0,2,33.28
2021,10,15,18,0,4.4,0,0,0,1.8,32.54
2021,10,15,19,0,3.7,0,0,0,1.8,32.29
2021,10,15,20,0,3.1,0,0,0,1.9,31.55
2021,10,15,21,0,2.7,0,0,0,2.2,30.65
2021,10,15,22,0,2.6,0,0,0,2.5,30.84
2021,10,15,23,0,3,0,0,0,3.2,30.69
2021,10,16,0,0,3.4,0,0,0,3.8,30.52
2021,10,16,1,0,3.7,0,0,0,4.1,30.06
2021,10,16,2,0,4.1,0,0,0,4.6,29.67
2021,10,16,3,0,4.4,0,0,0,4.8,29.68
2021,10,16,4,0,4.6,0,0,0,4.6,29.46
2021,10,16,5,0,4.7,1,0,1,4.5,69.18
2021,10,16,6,0,5.1,24,246,51,4.6,407.2
2021,10,16,7,0,6.3,41,595,155,4.9,3967.76
2021,10,16,8,0,7.7,55,692,248,5,9213.72
2021,10,16,9,0,9,91,597,298,5.2,11588.59
2021,10,16,10,0,10,94,646,333,5.6,12825.31
2021,10,16,11,0,10.5,149,13,154,5.6,6710.52
2021,10,16,12,0,10.4,116,0,116,5.2,2737.82
2021,10,16,13,0,9.9,108,35,118,4.8,1914.6
2021,10,16,14,0,9,69,0,69,4.1,911.67
2021,10,16,15,0,7.4,19,0,19,2.7,309.88
2021,10,16,16,0,5.8,0,0,0,1.8,49
2021,10,16,17,0,5.2,0,0,0,1.6,31.29
2021,10,16,18,0,4.9,0,0,0,1.4,30.88
2021,10,16,19,0,4.5,0,0,0,1.4,30.84
2021,10,16,20,0,3.9,0,0,0,1.4,30.23
2021,10,16,21,0,3.3,0,0,0,1.2,30.06
2021,10,16,22,0,2.7,0,0,0,1.2,29.55
2021,10,16,23,0,2.3,0,0,0,1.2,29.11
2021,10,17,0,0,1.8,0,0,0,1.2,28.44
2021,10,17,1,0,1.3,0,0,0,1.1,28.05
2021,10,17,2,0,0.9,0,0,0,1,27.64
2021,10,17,3,0,0.7,0,0,0,1,27.44
2021,10,17,4,0,0.4,0,0,0,1,27.18
2021,10,17,5,0,0.1,0,3,1,1,65.59
2021,10,17,6,0,0.7,19,300,50,1.1,449.13
2021,10,17,7,0,2.4,37,624,153,1,3989.01
2021,10,17,8,0,4.4,45,744,249,1.1,9306.91
2021,10,17,9,0,5.9,50,803,320,1.4,11918.97
2021,10,17,10,0,7,69,761,347,1.6,12881.9
2021,10,17,11,0,7.6,140,438,300,1.6,12920.12
2021,10,17,12,0,7.8,73,692,296,1.8,11687.72
2021,10,17,13,0,7.7,43,739,233,2.1,9301.9
2021,10,17,14,0,6.6,33,606,133,2,5694.25
2021,10,17,15,0,4.5,17,118,28,1.8,925.59
2021,10,17,16,0,2.9,0,0,0,1.7,54.08
2021,10,17,17,0,2.3,0,0,0,1.5,30.84
2021,10,17,18,0,1.9,0,0,0,1.5,30.27
2021,10,17,19,0,1.6,0,0,0,1.4,29.3
2021,10,17,20,0,1.3,0,0,0,1.4,28.91
2021,10,17,21,0,1.1,0,0,0,1.3,28.46
2021,10,17,22,0,1,0,0,0,1.2,27.98
2021,10,17,23,0,0.9,0,0,0,1.1,27.99
2021,10,18,0,0,0.7,0,0,0,1.2,27.66
2021,10,18,1,0,0.2,0,0,0,1.2,27.09
2021,10,18,2,0,-0.1,0,0,0,1.2,26.71
2021,10,18,3,0,-0.3,0,0,0,1.1,26.45
2021,10,18,4,0,-0.4,0,0,0,1.1,26.13
2021,10,18,5,0,-0.4,0,2,0,1.2,57.49
2021,10,18,6,0,0.2,17,308,47,1.3,375.55
2021,10,18,7,0,1.9,34,648,151,1.2,3707.03
2021,10,18,8,0,4,44,757,247,1.1,9122.88
2021,10,18,9,0,5.7,50,807,316,1.3,11768.23
2021,10,18,10,0,6.8,85,691,333,1.4,12866.95
2021,10,18,11,0,7.3,166,308,276,1.4,11139.16
2021,10,18,12,0,7.2,106,499,267,1.3,9499.25
2021,10,18,13,0,6.6,100,32,109,1.1,2765.57
2021,10,18,14,0,5.4,59,235,92,1.1,961.68
2021,10,18,15,0,3.9,14,26,17,0.8,274.16
2021,10,18,16,0,3.1,0,0,0,0.5,29.12
2021,10,18,17,0,3,0,0,0,0.4,28.76
2021,10,18,18,0,2.9,0,0,0,0.5,28.2
2021,10,18,19,0,2.8,0,0,0,0.7,27.71
2021,10,18,20,0,2.6,0,0,0,0.9,27.72
2021,10,18,21,0,2.6,0,0,0,1.2,27.45
2021,10,18,22,0,2.7,0,0,0,1.3,27.22
2021,10,18,23,0,2.6,0,0,0,1.2,27.19
2021,10,19,0,0,2.5,0,0,0,1.2,26.76
2021,10,19,1,0,2.4,0,0,0,0.9,27
2021,10,19,2,0,2.2,0,0,0,0.7,26.89
2021,10,19,3,0,2.1,0,0,0,1.2,27.27
2021,10,19,4,0,2.1,0,0,0,1.9,26.99
2021,10,19,5,0,2,0,0,0,2.8,26.71
2021,10,19,6,0,1.9,11,0,11,3.1,121.17
2021,10,19,7,0,2.3,32,0,32,3,485.26
2021,10,19,8,0,2.8,57,0,57,3.2,406.03
2021,10,19,9,0,3.3,59,0,59,3.2,421.84
2021,10,19,10,0,3.7,41,0,41,3,459.44
2021,10,19,11,0,4.4,18,0,18,2.7,421.34
2021,10,19,12,0,5.2,28,0,28,2.3,530.86
2021,10,19,13,0,5.8,47,0,47,1.9,329.11
2021,10,19,14,0,6.1,37,0,37,1.7,199.18
2021,10,19,15,0,6.5,5,0,5,1.8,42.07
2021,10,19,16,0,6.9,0,0,0,2,29.02
2021,10,19,17,0,7.2,0,0,0,2.2,28.86
2021,10,19,18,0,7.6,0,0,0,2.4,29
2021,10,19,19,0,7.9,0,0,0,2.6,28.36
2021,10,19,20,0,8.1,0,0,0,2.6,28.5
2021,10,19,21,0,8.3,0,0,0,2.3,28.84
2021,10,19,22,0,8.6,0,0,0,2.3,29.22
2021,10,19,23,0,9.1,0,0,0,2.5,29.95
2021,10,20,0,0,9.7,0,0,0,2.8,29.75
2021,10,20,1,0,10.2,0,0,0,3.2,30.43
2021,10,20,2,0,10.6,0,0,0,3.6,30.66
2021,10,20,3,0,11,0,0,0,4.2,30.96
2021,10,20,4,0,11.4,0,0,0,4.8,30.71
2021,10,20,5,0,11.3,0,0,0,5.2,30.76
2021,10,20,6,0,11.3,5,0,5,5.5,183.08
2021,10,20,7,0,11.8,30,0,30,5.5,607.93
2021,10,20,8,0,12.3,49,0,49,5.6,1105.14
2021,10,20,9,0,12.5,62,0,62,5.6,925.03
2021,10,20,10,0,12.3,81,0,81,5.3,1031.96
2021,10,20,11,0,12.1,104,0,104,5.3,1346.79
2021,10,20,12,0,12,93,0,93,5.2,1326.26
2021,10,20,13,0,12,59,0,59,5.5,862
2021,10,20,14,0,11.8,43,0,43,6,393.3
2021,10,20,15,0,11.3,11,0,11,6.1,91.83
2021,10,20,16,0,10.7,0,0,0,6.1,34.48
2021,10,20,17,0,10.3,0,0,0,6,34.13
2021,10,20,18,0,9.8,0,0,0,6.2,34.12
2021,10,20,19,0,9.1,0,0,0,6.4,34.01
2021,10,20,20,0,8.4,0,0,0,6.3,33.52
2021,10,20,21,0,8,0,0,0,6.2,33.17
2021,10,20,22,0,7.8,0,0,0,5.8,32.79
2021,10,20,23,0,7.8,0,0,0,5.6,32.7
2021,10,21,0,0,7.8,0,0,0,5.6,32.54
2021,10,21,1,0,7.7,0,0,0,5.3,32.44
2021,10,21,2,0,7.9,0,0,0,5,32.11
2021,10,21,3,0,8,0,0,0,4.8,31.61
